Dataset	Frequency
MSV000079181	4
MSV000079356	3
MSV000079389	176
MSV000079421	3
MSV000079523	34
MSV000079558	12
MSV000079697	658
MSV000079706	56
MSV000079707	43
MSV000079709	81
MSV000079710	91
MSV000079712	42
MSV000079714	59
MSV000079717	78
MSV000079718	59
MSV000079719	33
MSV000079720	123
MSV000080030	463
MSV000080031	36
MSV000080442	26
MSV000080443	13
MSV000080444	9
MSV000080492	1
MSV000080574	1
MSV000080627	26
MSV000080628	1
MSV000080905	14
MSV000081080	1
MSV000081171	143
MSV000081357	1
MSV000081379	293
MSV000081508	1
MSV000081582	119
MSV000081676	1
MSV000081694	143
MSV000082074	1
MSV000082262	1
MSV000082406	5
MSV000082428	1
MSV000082432	116
MSV000082433	24
MSV000082490	171
MSV000082493	50
MSV000082582	1
MSV000082608	7
MSV000082629	42
MSV000082674	86
MSV000082924	129
MSV000082944	2
MSV000082953	211
MSV000083010	1
MSV000083024	25
MSV000083040	1
MSV000083055	1
MSV000083073	5
MSV000083083	94
MSV000083462	24
MSV000083541	2
MSV000083559	131
MSV000083584	4
MSV000083647	107
MSV000083664	1
MSV000083759	3
MSV000084010	3
MSV000084218	16
MSV000084219	10
MSV000084314	39
MSV000084322	137
MSV000084463	111
MSV000084590	7
MSV000084734	1
MSV000084900	1
MSV000085608	1
MSV000086158	2
MSV000086208	2
MSV000086209	12
MSV000086221	2
MSV000086415	1
MSV000087612	4
MSV000087948	2
MSV000088087	1
MSV000088137	16
MSV000089210	2
