Dataset	Frequency
MSV000078668	1
MSV000078891	6
MSV000079034	1
MSV000079069	94
MSV000079485	72
MSV000079502	4
MSV000079503	3
MSV000079516	11
MSV000079517	2
MSV000079518	6
MSV000079519	7
MSV000079520	8
MSV000079521	3
MSV000079568	18
MSV000079598	100
MSV000079651	7
MSV000079697	659
MSV000079706	82
MSV000079707	54
MSV000079709	89
MSV000079710	105
MSV000079712	67
MSV000079714	48
MSV000079717	84
MSV000079718	50
MSV000079719	21
MSV000079720	73
MSV000079813	1
MSV000080016	58
MSV000080142	5
MSV000080167	250
MSV000080180	64
MSV000080181	25
MSV000080182	17
MSV000080183	310
MSV000080335	3
MSV000080469	23
MSV000080533	2
MSV000080627	1
MSV000081160	102
MSV000081482	106
MSV000081637	1
MSV000081949	1
MSV000081952	4
MSV000082048	1
MSV000082312	8
MSV000082433	3
MSV000082480	8
MSV000082612	253
MSV000082614	16
MSV000082616	217
MSV000082618	40
MSV000082813	11
MSV000082953	302
MSV000082972	11
MSV000082973	40
MSV000083077	1
MSV000083106	25
MSV000083411	1
MSV000083482	2
MSV000083483	1
MSV000083541	1
MSV000083612	63
MSV000083665	51
MSV000083705	8
MSV000083756	122
MSV000083791	33
MSV000083798	2
MSV000083825	6
MSV000083888	2
MSV000083889	47
MSV000084016	138
MSV000084118	1
MSV000084132	8
MSV000084314	7
MSV000084355	308
MSV000084556	132
MSV000084576	11
MSV000084738	12
MSV000084744	5
MSV000084753	11
MSV000084783	226
MSV000084904	27
MSV000084955	2
MSV000085000	4
MSV000085025	20
MSV000085129	354
MSV000085389	26
MSV000085467	113
MSV000085480	116
MSV000085778	1
MSV000085843	4
MSV000085852	206
MSV000085879	34
MSV000085990	1
MSV000085991	115
MSV000086124	1
MSV000086131	8
MSV000086270	654
MSV000086415	191
MSV000086427	2
MSV000086495	1
MSV000086956	1
MSV000086989	93
MSV000086993	1
MSV000087087	316
MSV000087359	173
MSV000087612	195
MSV000087728	28
MSV000087809	13
MSV000087948	10
MSV000087951	1
MSV000087996	2
MSV000088040	252
MSV000088087	99
MSV000088137	450
MSV000088242	2
MSV000088335	4
MSV000088546	344
MSV000088570	187
MSV000088594	144
MSV000088606	1
MSV000088640	17
MSV000088645	218
MSV000088646	701
MSV000088732	1
MSV000088823	14
MSV000088843	164
MSV000089031	2
MSV000089085	2
MSV000089249	19
MSV000089313	246
MSV000089459	20
MSV000089479	1
MSV000089487	1
MSV000089518	13
MSV000089540	317
MSV000089558	181
MSV000089570	2
MSV000089590	1
MSV000089638	2
MSV000089715	3
