Dataset	Frequency
MSV000079697	12
MSV000079710	1
MSV000079712	11
MSV000079714	5
MSV000079813	1
MSV000079888	19
MSV000080016	13
MSV000080167	36
MSV000080183	1
MSV000080299	7
MSV000080335	20
MSV000080627	48
MSV000080905	5
MSV000081065	13
MSV000081067	35
MSV000081116	52
MSV000081160	5
MSV000081343	30
MSV000081463	28
MSV000081952	2
MSV000082048	1
MSV000082049	1
MSV000082261	5
MSV000082331	2
MSV000082433	14
MSV000082869	215
MSV000083077	2
MSV000083134	18
MSV000083272	4
MSV000083396	1
MSV000083481	1
MSV000083559	13
MSV000083835	61
MSV000084112	5
MSV000084314	16
MSV000085256	2
MSV000085882	1
MSV000087148	2
MSV000087628	3
MSV000087629	3
MSV000087630	3
MSV000088843	4
MSV000089558	2
MSV000089834	5
